c_addr_id,c_addr_cbd,c_name,c_name_chn,c_admin_type,c_firstyear,c_lastyear,x_coord,y_coord,belongs1_ID,belongs1_Name,belongs2_ID,belongs2_Name,belongs3_ID,belongs3_Name,belongs4_ID,belongs4_Name,belongs5_ID,belongs5_Name
12839,,"Xuan Zhou","宣州",Zhou,960,1164,118.7425,30.94694,12824,"江南東路",10989,"宋朝",,,,,,
12840,,"Ningguo Fu","寧國府",Fu,1165,1279,118.7425,30.94694,12824,"江南東路",10989,"宋朝",,,,,,
12841,,Xuancheng,"宣城",Xian,960,1164,118.7425,30.94694,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12842,,Nanling,"南陵",Xian,960,1164,118.3324,30.92444,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12843,,"Jing Xian","涇縣",Xian,960,1164,118.40659,30.68671,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12844,,Ningguo,"寧國",Xian,960,1164,118.97754,30.61997,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12845,,Jingde,"旌德",Xian,960,1164,118.53877,30.29102,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12846,,Taiping,"太平",Xian,960,1164,118.12315,30.29855,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12847,,Wuhu,"蕪湖",Xian,975,976,118.36262,31.33495,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12848,,Fanchang,"繁昌",Xian,975,976,118.0696,31.18651,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12849,,Guangde,"廣德",Xian,975,978,119.42019,30.89469,12839,"宣州",12824,"江南東路",10989,"宋朝",,,,
12850,,"She Zhou","歙州",Zhou,960,1120,118.43394,29.86577,12824,"江南東路",10989,"宋朝",,,,,,
12851,,"Hui Zhou","徽州",Zhou,1121,1279,118.43394,29.86577,12824,"江南東路",10989,"宋朝",,,,,,
12852,,"She Xian","歙縣",Xian,960,1120,118.43394,29.86577,12850,"歙州",12824,"江南東路",10989,"宋朝",,,,
12853,,Xiuning,"休寧",Xian,960,1120,118.17577,29.78119,12850,"歙州",12824,"江南東路",10989,"宋朝",,,,
12854,,Qimen,"祁門",Xian,960,1120,117.70698,29.85415,12850,"歙州",12824,"江南東路",10989,"宋朝",,,,
12855,,Wuyuan,"婺源",Xian,960,1120,117.84459,29.24473,12850,"歙州",12824,"江南東路",10989,"宋朝",,,,
12856,,Jixi,"績溪",Xian,960,1120,118.58411,30.07777,12850,"歙州",12824,"江南東路",10989,"宋朝",,,,
12857,,"Yi Xian","黟縣",Xian,960,1120,117.93021,29.93312,12850,"歙州",12824,"江南東路",10989,"宋朝",,,,
12858,,"Jiang Zhou","江州",Zhou,960,1130,115.98568,29.72236,12824,"江南東路",10989,"宋朝",,,,,,
12859,,Dehua,"德化",Xian,960,1130,115.98568,29.72236,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12860,,Dehua,"德化",Xian,960,977,115.98568,29.72236,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12861,,"De'an","德安",Xian,960,1130,115.74503,29.33056,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12862,,Ruichang,"瑞昌",Xian,960,1130,115.62697,29.64816,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12863,,Hukou,"湖口",Xian,960,1130,116.21802,29.73499,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12864,,Pengze,"彭澤",Xian,960,1130,116.55122,29.8961,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12865,,Xingzi,"星子",Xian,978,980,116.04112,29.45349,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12866,,Duchang,"都昌",Xian,960,981,116.18919,29.27256,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12867,,Dongliu,"東流",Xian,960,977,116.91142,30.21322,12858,"江州",12824,"江南東路",10989,"宋朝",,,,
12868,,"Chi Zhou","池州",Zhou,960,1279,117.48183,30.65466,12824,"江南東路",10989,"宋朝",,,,,,
12869,,Guichi,"貴池",Xian,960,1279,117.48183,30.65466,12868,"池州",12824,"江南東路",10989,"宋朝",,,,
12870,,Qingyang,"青陽",Xian,975,1279,117.86305,30.63664,12868,"池州",12824,"江南東路",10989,"宋朝",,,,
12871,,Tongling,"銅陵",Xian,975,1279,117.7875,30.95385,12868,"池州",12824,"江南東路",10989,"宋朝",,,,
12872,,Jiande,"建德",Xian,960,1279,117.03459,30.12419,12868,"池州",12824,"江南東路",10989,"宋朝",,,,
12873,,Shidai,"石埭",Xian,960,1279,117.94508,30.37423,12868,"池州",12824,"江南東路",10989,"宋朝",,,,
12874,,Dongliu,"東流",Xian,978,1279,116.91142,30.21322,12868,"池州",12824,"江南東路",10989,"宋朝",,,,
12875,,"Rao Zhou","饒州",Zhou,960,1279,116.66383,28.99417,12824,"江南東路",10989,"宋朝",,,,,,
12876,,Poyang,"鄱陽",Xian,960,1279,116.66383,28.99417,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12877,,Yugan,"餘干",Xian,960,987,116.68195,28.69154,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12878,,Yugan,"餘干",Xian,960,1279,116.68195,28.69154,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12879,,Fuliang,"浮梁",Xian,960,1279,117.23636,29.38274,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12880,,Leping,"樂平",Xian,960,1279,117.12409,28.96499,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12881,,Dexing,"德興",Xian,960,1279,117.58012,28.95341,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12882,,Anren,"安仁",Xian,988,1279,116.90326,28.40443,12875,"饒州",12824,"江南東路",10989,"宋朝",,,,
12883,,"Xin Zhou","信州",Zhou,960,1279,117.96489,28.45069,12824,"江南東路",10989,"宋朝",,,,,,
12884,,Shangrao,"上饒",Xian,960,1279,117.96489,28.45069,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12885,,Shangrao,"上饒",Xian,960,1073,117.96489,28.45069,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12886,,Yushan,"玉山",Xian,960,1279,118.24018,28.6796,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12887,,Yiyang,"弋陽",Xian,960,1279,117.42131,28.40188,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12888,,Guixi,"貴溪",Xian,960,1279,117.20227,28.2879,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12889,,Qianshan,"鉛山",Xian,960,1279,117.77659,28.20845,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12890,,Yongfeng,"永豐",Xian,1074,1279,118.19136,28.43847,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12891,,Baofeng,"寶豐",Xian,994,1003,117.42989,28.26589,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12892,,Baofeng,"寶豐",Xian,1040,1042,117.42989,28.26589,12883,"信州",12824,"江南東路",10989,"宋朝",,,,
12893,,"Xiongyuan Jun","雄遠軍",Jun,960,974,,,12824,"江南東路",10989,"宋朝",,,,,,
12894,,"Pingjiang Jun","平江軍",Jun,975,976,,,12824,"江南東路",10989,"宋朝",,,,,,
12895,,"Taiping Zhou","太平州",Zhou,997,1279,118.48344,31.55568,12824,"江南東路",10989,"宋朝",,,,,,
12896,,Dangtu,"當塗",Xian,960,974,118.48344,31.55568,12893,"雄遠軍",12824,"江南東路",10989,"宋朝",,,,
12897,,Wuhu,"蕪湖",Xian,977,1279,118.36262,31.33495,,,,,,,,,,
12898,,Fanchang,"繁昌",Xian,977,1279,118.0696,31.18651,,,,,,,,,,
12899,,"Nankang Jun","南康軍",Jun,982,1279,116.04112,29.45349,12824,"江南東路",10989,"宋朝",,,,,,
12900,,Xingzi,"星子",Xian,982,1279,116.04112,29.45349,12899,"南康軍",12824,"江南東路",10989,"宋朝",,,,
12901,,Jianchang,"建昌",Xian,982,1279,115.76182,29.08783,12899,"南康軍",12824,"江南東路",10989,"宋朝",,,,
12902,,Duchang,"都昌",Xian,982,1279,116.18919,29.27256,12899,"南康軍",12824,"江南東路",10989,"宋朝",,,,
12903,,"Guangde Jun","廣德軍",Jun,979,1279,119.42019,30.89469,12824,"江南東路",10989,"宋朝",,,,,,
12904,,Guangde,"廣德",Xian,979,987,119.42019,30.89469,12903,"廣德軍",12824,"江南東路",10989,"宋朝",,,,
12905,,Guangde,"廣德",Xian,979,1279,119.42019,30.89469,12903,"廣德軍",12824,"江南東路",10989,"宋朝",,,,
12906,,Jianping,"建平",Xian,988,1279,119.18147,31.13415,12903,"廣德軍",12824,"江南東路",10989,"宋朝",,,,
12907,,"Jiangnanxi Lu","江南西路",Lu,960,1279,,,10989,"宋朝",,,,,,,,
12908,,"Hong Zhou","洪州",Zhou,960,1162,115.89772,28.6749,12907,"江南西路",10989,"宋朝",,,,,,
12909,,"Longxing Fu","隆興府",Fu,1163,1279,115.89772,28.6749,12907,"江南西路",10989,"宋朝",,,,,,
12910,,Nanchang,"南昌",Xian,960,1162,115.89772,28.6749,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12911,,Nanchang,"南昌",Xian,960,978,115.89772,28.6749,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12912,,Nanchang,"南昌",Xian,960,1102,115.89772,28.6749,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12913,,Jinxian,"進賢",Xian,1103,1162,116.25907,28.36448,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12914,,Xinjian,"新建",Xian,979,1162,115.89772,28.6749,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12915,,Fengxin,"奉新",Xian,960,1162,115.37715,28.70723,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12916,,Fengcheng,"豐城",Xian,960,1162,115.78578,28.19775,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12917,,Fenning,"分寧",Xian,960,1162,114.55963,29.03871,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12918,,Wuning,"武寧",Xian,960,1162,115.09958,29.27749,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12919,,"Jing'an","靖安",Xian,960,1162,115.35664,28.86102,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12920,,Jianchang,"建昌",Xian,960,981,115.76182,29.08783,12908,"洪州",12907,"江南西路",10989,"宋朝",,,,
12921,,"Qian Zhou","虔州",Zhou,960,1152,114.93248,25.847,12907,"江南西路",10989,"宋朝",,,,,,
12922,,"Gan Zhou","贛州",Zhou,1154,1279,114.93248,25.847,12907,"江南西路",10989,"宋朝",,,,,,
12923,,"Gan Xian","贛縣",Xian,960,1152,114.93248,25.847,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12924,,"Gan Xian","贛縣",Xian,960,982,114.93248,25.847,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12925,,Qianhua,"虔化",Xian,960,1152,116.0101,26.46652,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12926,,Ningdu,"寧都",Xian,1153,1279,116.0101,26.46652,,,,,,,,,,
12927,,Xingguo,"興國",Xian,983,1152,115.34277,26.3217,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12928,,Xinfeng,"信豐",Xian,960,1152,114.93108,25.3784,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12929,,Yudu,"雩都",Xian,960,1152,115.40936,25.95409,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12930,,Yudu,"雩都",Xian,960,982,115.40936,25.95409,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12931,,Huichang,"會昌",Xian,983,1152,115.78302,25.58433,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12932,,Ruijin,"瑞金",Xian,960,1152,116.02468,25.87257,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12933,,Shicheng,"石城",Xian,960,1152,116.33894,26.32818,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12934,,Anyuan,"安遠",Xian,960,1152,115.39172,25.13824,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12935,,Longnan,"龍南",Xian,960,1120,114.78478,24.89904,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12936,,Qiannan,"虔南",Xian,1121,1152,114.78478,24.89904,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12937,,Longnan,"龍南",Xian,1153,1279,114.78478,24.89904,,,,,,,,,,
12938,,Dayu,"大庾",Xian,960,989,114.36283,25.39931,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12939,,Nankang,"南康",Xian,960,989,114.74516,25.65857,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12940,,Shangyou,"上猶",Xian,960,989,114.53175,25.79644,12921,"虔州",12907,"江南西路",10989,"宋朝",,,,
12941,,"Ji Zhou","吉州",Zhou,960,1279,114.97128,27.10324,12907,"江南西路",10989,"宋朝",,,,,,
12942,,Luling,"廬陵",Xian,960,1279,114.97128,27.10324,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12943,,Luling,"廬陵",Xian,960,983,114.97128,27.10324,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12944,,Jishui,"吉水",Xian,984,1279,115.13225,27.21437,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12945,,Jishui,"吉水",Xian,984,1054,115.13225,27.21437,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12946,,Jishui,"吉水",Xian,984,1148,115.13225,27.21437,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12947,,Anfu,"安福",Xian,960,1279,114.60845,27.38246,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12948,,Taihe,"太和",Xian,960,1279,114.89487,26.7921,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12949,,Longquan,"龍泉",Xian,960,1120,114.58146,26.24279,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12950,,Longquan,"龍泉",Xian,960,1054,114.58146,26.24279,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12951,,Quanjiang,"泉江",Xian,1121,1130,114.50566,26.32788,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12952,,Longquan,"龍泉",Xian,1131,1279,114.50566,26.32788,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12953,,Yongxin,"永新",Xian,960,1279,114.23687,26.94556,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12954,,Yongfeng,"永豐",Xian,1055,1279,115.43272,27.32212,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12955,,"Wan'an","萬安",Xian,1055,1279,114.77968,26.46177,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12956,,"Xin'gan","新淦",Xian,960,991,115.39381,27.75974,12941,"吉州",12907,"江南西路",10989,"宋朝",,,,
12957,,"Yuan Zhou","袁州",Zhou,960,1279,114.37588,27.79427,12907,"江南西路",10989,"宋朝",,,,,,
12958,,Yichun,"宜春",Xian,960,983,114.39895,27.7919,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12959,,Yichun,"宜春",Xian,960,1279,114.39895,27.7919,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12960,,Fenyi,"分宜",Xian,984,1279,114.6936,27.76702,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12961,,Pingxiang,"萍鄉",Xian,960,1279,113.83864,27.63142,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12962,,Wanzai,"萬載",Xian,975,1120,114.44938,28.11153,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12963,,Jiancheng,"建城",Xian,1121,1130,114.44938,28.11153,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12964,,Wanzai,"萬載",Xian,1131,1279,114.44938,28.11153,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12965,,Xinyu,"新喻",Xian,960,991,114.93114,27.80408,12957,"袁州",12907,"江南西路",10989,"宋朝",,,,
12966,,"Fu Zhou","撫州",Zhou,960,1279,116.35134,27.98478,12907,"江南西路",10989,"宋朝",,,,,,
12967,,Linchuan,"臨川",Xian,960,1279,116.35134,27.98478,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12968,,Linchuan,"臨川",Xian,960,993,116.35134,27.98478,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12969,,Linchuan,"臨川",Xian,960,1279,116.35134,27.98478,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12970,,Chongren,"崇仁",Xian,960,1279,116.06158,27.75564,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12971,,Chongren,"崇仁",Xian,960,1148,116.06158,27.75564,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12972,,Chongren,"崇仁",Xian,960,967,116.06158,27.75564,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12973,,"Le'an","樂安",Xian,1149,1279,115.83178,27.42629,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12974,,Yihuang,"宜黃",Xian,968,1279,116.21018,27.54639,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12975,,Jinxi,"金谿",Xian,994,1279,116.77626,27.91008,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12976,,Nancheng,"南城",Xian,960,963,116.62745,27.55972,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12977,,Nanfeng,"南豐",Xian,960,990,116.52993,27.21431,12966,"撫州",12907,"江南西路",10989,"宋朝",,,,
12978,,"Yun Zhou","筠州",Zhou,960,1224,115.37228,28.4256,12907,"江南西路",10989,"宋朝",,,,,,
12979,,"Rui Zhou","瑞州",Zhou,1225,1279,115.37228,28.4256,12907,"江南西路",10989,"宋朝",,,,,,
12980,,"Gao'an","高安",Xian,960,1224,115.37228,28.4256,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12981,,"Gao'an","高安",Xian,960,981,115.37228,28.4256,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12982,,Shanggao,"上高",Xian,960,1224,114.92675,28.24137,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12983,,Shanggao,"上高",Xian,960,981,114.92675,28.24137,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12984,,Xinchang,"新昌",Xian,982,1224,114.7789,28.39331,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12985,,Qingjiang,"清江",Xian,960,991,115.39899,28.01557,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12986,,Wanzai,"萬載",Xian,960,974,114.44938,28.11153,12978,"筠州",12907,"江南西路",10989,"宋朝",,,,
12987,,"Yongxing Jun","永興軍",Jun,977,977,115.20962,29.83013,12907,"江南西路",10989,"宋朝",,,,,,
12988,,"Xingguo Jun","興國軍",Jun,978,1279,115.20962,29.83013,12907,"江南西路",10989,"宋朝",,,,,,
12989,,Yongxing,"永興",Xian,977,977,115.20962,29.83013,12987,"永興軍",12907,"江南西路",10989,"宋朝",,,,
12990,,Daye,"大冶",Xian,977,977,114.96296,30.09314,12987,"永興軍",12907,"江南西路",10989,"宋朝",,,,
12991,,Tongshan,"通山",Xian,977,977,114.50382,29.59715,12987,"永興軍",12907,"江南西路",10989,"宋朝",,,,
12992,,"Nan'an Jun","南安軍",Jun,990,1279,114.36283,25.39931,12907,"江南西路",10989,"宋朝",,,,,,
12993,,Dayu,"大庾",Xian,990,1279,114.36283,25.39931,12992,"南安軍",12907,"江南西路",10989,"宋朝",,,,
12994,,Nankang,"南康",Xian,990,1279,114.74516,25.65857,12992,"南安軍",12907,"江南西路",10989,"宋朝",,,,
12995,,Shangyou,"上猶",Xian,990,1210,114.53175,25.79644,12992,"南安軍",12907,"江南西路",10989,"宋朝",,,,
12996,,"Nan'an","南安",Xian,1211,1279,114.74516,25.65857,12992,"南安軍",12907,"江南西路",10989,"宋朝",,,,
12997,,"Linjiang Jun","臨江軍",Jun,992,1279,115.39899,28.01557,12907,"江南西路",10989,"宋朝",,,,,,
12998,,Qingjiang,"清江",Xian,992,1279,115.39899,28.01557,12997,"臨江軍",12907,"江南西路",10989,"宋朝",,,,
12999,,"Xin'gan","新淦",Xian,992,1279,115.39381,27.75974,12997,"臨江軍",12907,"江南西路",10989,"宋朝",,,,
13000,,Xinyu,"新喻",Xian,992,1279,114.93114,27.80408,12997,"臨江軍",12907,"江南西路",10989,"宋朝",,,,
13001,,"Jianwu Jun","建武軍",Jun,964,978,116.62745,27.55972,12907,"江南西路",10989,"宋朝",,,,,,
13002,,"Jianchang Jun","建昌軍",Jun,979,1279,116.62745,27.55972,12907,"江南西路",10989,"宋朝",,,,,,
13003,,Nancheng,"南城",Xian,964,978,116.62745,27.55972,13001,"建武軍",12907,"江南西路",10989,"宋朝",,,,
13004,,Xincheng,"新城",Xian,1138,1279,116.91423,27.29683,,,,,,,,,,
13005,,Nanfeng,"南豐",Xian,991,1279,116.52993,27.21431,,,,,,,,,,
13006,,Nanfeng,"南豐",Xian,991,1137,116.52993,27.21431,,,,,,,,,,
13007,,Guangchang,"廣昌",Xian,1138,1279,116.31657,26.83637,,,,,,,,,,
13008,,"Jiang Zhou","江州",Zhou,1131,1279,115.98568,29.72236,12907,"江南西路",10989,"宋朝",,,,,,
13009,,Dehua,"德化",Xian,1131,1279,115.98568,29.72236,13008,"江州",12907,"江南西路",10989,"宋朝",,,,
13010,,"De'an","德安",Xian,1131,1279,115.74503,29.33056,13008,"江州",12907,"江南西路",10989,"宋朝",,,,
13011,,Ruichang,"瑞昌",Xian,1131,1279,115.62697,29.64816,13008,"江州",12907,"江南西路",10989,"宋朝",,,,
13012,,Hukou,"湖口",Xian,1131,1279,116.21802,29.73499,13008,"江州",12907,"江南西路",10989,"宋朝",,,,
13013,,Pengze,"彭澤",Xian,1131,1279,116.55122,29.8961,13008,"江州",12907,"江南西路",10989,"宋朝",,,,
13014,,"Jinghu Lu","荊湖路",Lu,960,999,,,10989,"宋朝",,,,,,,,
13015,,"Jinghu nan Lu","荊湖南路",Lu,999,1279,,,10989,"宋朝",,,,,,,,
13016,,"Tan Zhou","潭州",Zhou,999,1279,112.97813,28.1982,13015,"荊湖南路",10989,"宋朝",,,,,,
13017,,Changsha,"長沙",Xian,999,1279,112.97813,28.1982,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13018,,Changsha,"長沙",Xian,960,976,112.97813,28.1982,13016,"潭州",,,,,,,,
13019,,Xiangtan,"湘潭",Xian,999,1279,112.90441,27.70402,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13020,,Shanhua,"善化",Xian,1098,1279,112.97813,28.1982,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13021,,Hengshan,"衡山",Xian,999,1279,112.85242,27.24565,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13022,,Hengshan,"衡山",Xian,999,1001,112.85242,27.24565,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13023,,Anhua,"安化",Xian,1073,1279,111.64777,28.16098,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13024,,Liling,"醴陵",Xian,999,1279,113.4941,27.66852,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13025,,"You Xian","攸縣",Xian,999,1279,113.34333,27.00403,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13026,,Xiangxiang,"湘鄉",Xian,999,1279,112.51875,27.73725,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13027,,Yiyang,"益陽",Xian,999,1132,112.33529,28.59781,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13028,,Yiyang,"益陽",Xian,999,1072,112.33529,28.59781,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13029,,Yiyang,"益陽",Xian,1135,1279,112.33529,28.59781,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13030,,Liuyang,"瀏陽",Xian,999,1279,113.62144,28.14957,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13031,,Xiangyin,"湘陰",Xian,999,1279,113.01879,28.60332,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13032,,Ningxiang,"寧鄉",Xian,999,1279,112.55048,28.2593,13016,"潭州",13015,"荊湖南路",10989,"宋朝",,,,
13033,,"Heng Zhou","衡州",Zhou,999,1279,112.59704,26.90162,13015,"荊湖南路",10989,"宋朝",,,,,,
13034,,Hengyang,"衡陽",Xian,999,1210,112.59704,26.90162,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13035,,Hengyang,"衡陽",Xian,999,1279,112.59704,26.90162,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13036,,Hengyang,"衡陽",Xian,999,1001,112.59704,26.90162,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13037,,Chaling,"茶陵",Xian,999,1138,113.55217,26.80198,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13038,,Leiyang,"耒陽",Xian,999,1279,112.84689,26.41507,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13039,,Changning,"常寧",Xian,999,1279,112.38709,26.40726,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13040,,Anren,"安仁",Xian,999,1279,113.23456,26.66165,13033,"衡州",13015,"荊湖南路",10989,"宋朝",,,,
13041,,Hengshan,"衡山",Xian,960,992,112.85242,27.24565,13033,"衡州",,,,,,,,
13042,,"Dao Zhou","道州",Zhou,999,1279,111.59088,25.53136,13015,"荊湖南路",10989,"宋朝",,,,,,
13043,,Hongdao,"弘道",Xian,960,961,111.59088,25.53136,13042,"道州",,,,,,,,
13044,,Yingdao,"營道",Xian,999,1279,111.59088,25.53136,13042,"道州",13015,"荊湖南路",10989,"宋朝",,,,
13045,,Yingdao,"營道",Xian,1072,1085,111.59088,25.53136,13042,"道州",13015,"荊湖南路",10989,"宋朝",,,,
13046,,Yongming,"永明",Xian,999,1071,111.32754,25.28253,13042,"道州",13015,"荊湖南路",10989,"宋朝",,,,
13047,,Yongming,"永明",Xian,1086,1279,111.33737,25.26237,13042,"道州",13015,"荊湖南路",10989,"宋朝",,,,
13048,,Jianghua,"江華",Xian,999,1279,111.67588,25.11368,13042,"道州",13015,"荊湖南路",10989,"宋朝",,,,
13049,,Yantang,"延唐",Xian,960,964,111.93868,25.59845,13042,"道州",,,,,,,,
13050,,Ningyuan,"寧遠",Xian,999,1279,111.93868,25.59845,13042,"道州",13015,"荊湖南路",10989,"宋朝",,,,
13051,,Dali,"大歷",Xian,960,964,112.20633,25.89669,13042,"道州",,,,,,,,
13052,,"Yong Zhou","永州",Zhou,999,1279,111.61256,26.21034,13015,"荊湖南路",10989,"宋朝",,,,,,
13053,,Lingling,"零陵",Xian,999,1279,111.61256,26.21034,13052,"永州",13015,"荊湖南路",10989,"宋朝",,,,
13054,,Lingling,"零陵",Xian,960,983,111.61256,26.21034,13052,"永州",,,,,,,,
13055,,Lingling,"零陵",Xian,999,1279,111.61256,26.21034,13052,"永州",13015,"荊湖南路",10989,"宋朝",,,,
13056,,Qiyang,"祁陽",Xian,999,1279,111.75073,26.57995,13052,"永州",13015,"荊湖南路",10989,"宋朝",,,,
13057,,"Dong'an","東安",Xian,999,1279,111.22209,26.332,13052,"永州",13015,"荊湖南路",10989,"宋朝",,,,
13058,,"Chen Zhou","郴州",Zhou,999,1279,113.02514,25.80272,13015,"荊湖南路",10989,"宋朝",,,,,,
13059,,"Chen Xian","郴縣",Xian,999,1279,113.02514,25.80272,13058,"郴州",13015,"荊湖南路",10989,"宋朝",,,,
13060,,"Chen Xian","彬縣",Xian,999,1208,113.02514,25.80272,13058,"郴州",13015,"荊湖南路",10989,"宋朝",,,,
